MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
11209,Bay Ridge/Fort Hamilton,Brooklyn,1499,2234.61,67081.12,119,177.4,6.81,2020-10-26,22020.0
11210,Flatlands/Midwood,Brooklyn,2347,3498.32,67089.29,150,223.58,12.57,2020-10-26,18670.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2802,2813.4,99594.67,139,139.57,7.06,2020-10-26,39710.0
11212,Ocean Hill-Brownsville,Brooklyn,2251,2828.25,79589.99,236,296.52,10.56,2020-10-26,21325.0
11213,Crown Heights (East),Brooklyn,1781,2764.41,64425.94,151,234.38,8.91,2020-10-26,19986.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,2015,2158.93,93333.46,188,201.43,8.49,2020-10-26,23743.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,785,1122.51,69932.3,47,67.21,3.07,2020-10-26,25552.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,981,1766.37,55537.72,76,136.84,5.1,2020-10-26,19238.0
11217,Boerum Hill/Park Slope,Brooklyn,752,1583.94,47476.67,86,181.14,4.36,2020-10-26,17256.0
11218,Kensington/Windsor Terrace,Brooklyn,2194,2894.21,75806.47,139,183.36,9.2,2020-10-26,23857.0
11219,Borough Park,Brooklyn,3840,4135.34,92858.07,245,263.84,13.97,2020-10-26,27479.0
11220,Sunset Park,Brooklyn,2177,2211.27,98450.0,168,170.65,8.53,2020-10-26,25518.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1713,2097.4,81672.44,148,181.21,6.65,2020-10-26,25771.0
11222,Greenpoint,Brooklyn,628,1727.69,36349.16,34,93.54,3.96,2020-10-26,15857.0
11223,Gravesend/Homecrest,Brooklyn,2790,3489.37,79957.11,143,178.85,11.86,2020-10-26,23530.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1526,3430.19,44487.34,219,492.27,10.66,2020-10-26,14317.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1413,2448.39,57711.49,143,247.78,7.52,2020-10-26,18781.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2744,2770.0,99061.32,306,308.9,9.26,2020-10-26,29640.0
11228,Bath Beach/Dyker Heights,Brooklyn,882,1994.79,44215.08,88,199.03,7.81,2020-10-26,11300.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,2304,2713.49,84909.16,157,184.9,9.86,2020-10-26,23377.0
11230,Midwood,Brooklyn,3527,3955.55,89165.77,234,262.43,11.57,2020-10-26,30474.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,522,1411.01,36994.7,35,94.61,3.78,2020-10-26,13799.0
11232,Sunset Park,Brooklyn,698,2468.95,28271.09,43,152.1,7.55,2020-10-26,9241.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1562,2165.07,72145.54,141,195.44,8.18,2020-10-26,19102.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2773,2909.61,95304.8,196,205.66,10.65,2020-10-26,26033.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2698,3392.0,79540.14,306,384.71,11.23,2020-10-26,24032.0
11236,Canarsie,Brooklyn,3193,3296.95,96846.99,306,315.96,12.07,2020-10-26,26445.0
11237,Bushwick/East Williamsburg,Brooklyn,1264,2493.31,50695.72,115,226.84,7.77,2020-10-26,16259.0
11238,Clinton Hill/Prospect Heights,Brooklyn,1007,1864.27,54015.79,104,192.54,4.41,2020-10-26,22821.0
11239,East New York,Brooklyn,606,4881.83,12413.37,89,716.97,12.87,2020-10-26,4707.0
11354,Flushing/Murray Hill,Queens,1560,2809.88,55518.32,302,543.96,8.61,2020-10-26,18124.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1685,2105.88,80013.97,171,213.71,7.97,2020-10-26,21136.0
11356,College Point,Queens,704,3018.51,23322.74,42,180.08,10.29,2020-10-26,6842.0
11357,Whitestone,Queens,985,2464.01,39975.56,107,267.66,8.41,2020-10-26,11710.0
11358,Auburndale/Murray Hill,Queens,699,1966.71,35541.5,43,120.99,6.59,2020-10-26,10611.0
11360,Bayside (North),Queens,380,2014.51,18863.17,28,148.44,6.48,2020-10-26,5862.0
11361,Bayside (North)/Bayside (South),Queens,547,1955.53,27971.99,59,210.93,6.89,2020-10-26,7940.0
11362,Douglaston-Little Neck,Queens,382,2153.57,17738.01,36,202.95,7.38,2020-10-26,5175.0
11363,Douglaston-Little Neck,Queens,118,1648.27,7159.03,5,69.84,5.92,2020-10-26,1992.0
11364,Bayside (South)/Oakland Gardens,Queens,577,1669.43,34562.6,35,101.27,6.3,2020-10-26,9160.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,1059,2404.04,44050.79,69,156.64,8.45,2020-10-26,12530.0
11366,Fresh Meadows/Hillcrest,Queens,473,3433.16,13777.39,29,210.49,11.78,2020-10-26,4016.0
11367,Kew Gardens Hills/Pomonok,Queens,1352,3216.04,42039.24,67,159.37,10.52,2020-10-26,12856.0
11368,Corona/North Corona,Queens,5316,4763.69,111594.1,448,401.45,14.38,2020-10-26,36979.0
11369,Airport/East Elmhurst,Queens,1818,4985.98,36462.23,182,499.15,13.62,2020-10-26,13348.0
11370,Jackson Heights/Rikers Island,Queens,1515,4624.73,32758.65,64,195.37,13.42,2020-10-26,11292.0
11372,Jackson Heights,Queens,2987,4774.4,62562.88,263,420.38,12.32,2020-10-26,24251.0
11373,Elmhurst,Queens,3762,4050.57,92875.81,299,321.94,11.72,2020-10-26,32110.0
11374,Rego Park,Queens,1389,3303.4,42047.63,101,240.2,10.12,2020-10-26,13727.0
11375,Forest Hills,Queens,1834,2599.46,70552.99,186,263.63,8.14,2020-10-26,22524.0
11377,Woodside,Queens,2706,3129.46,86468.55,197,227.83,9.15,2020-10-26,29581.0
11378,Maspeth,Queens,898,2595.87,34593.45,74,213.91,8.46,2020-10-26,10616.0
11379,Middle Village,Queens,982,2713.04,36195.55,102,281.8,8.65,2020-10-26,11352.0
11385,Glendale/Ridgewood,Queens,2687,2610.51,102929.91,145,140.87,9.25,2020-10-26,29057.0
11411,Cambria Heights,Queens,766,3737.63,20494.26,50,243.97,14.18,2020-10-26,5403.0
11412,St. Albans,Queens,1383,3514.89,39346.92,90,228.73,12.95,2020-10-26,10676.0
11413,Laurelton/Rosedale,Queens,1486,3404.51,43647.97,104,238.27,13.03,2020-10-26,11404.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,964,3410.51,28265.56,63,222.89,11.96,2020-10-26,8058.0
11415,Kew Gardens,Queens,668,3472.97,19234.25,53,275.55,9.86,2020-10-26,6777.0
11416,Ozone Park,Queens,894,3359.08,26614.42,57,214.17,12.7,2020-10-26,7040.0
11417,Ozone Park,Queens,1023,3271.44,31270.63,49,156.7,11.24,2020-10-26,9098.0
11418,Richmond Hill,Queens,1291,3387.99,38105.16,106,278.18,12.42,2020-10-26,10395.0
11419,Richmond Hill/South Ozone Park,Queens,1424,2800.46,50848.81,99,194.69,12.77,2020-10-26,11148.0
11420,South Ozone Park,Queens,1604,3312.97,48415.71,108,223.07,13.62,2020-10-26,11779.0
11421,Woodhaven,Queens,1422,3368.91,42209.49,103,244.02,12.89,2020-10-26,11036.0
11422,Rosedale,Queens,1110,3291.66,33721.62,67,198.69,12.65,2020-10-26,8776.0
11423,Hollis/Holliswood,Queens,1262,3938.69,32041.14,108,337.07,13.49,2020-10-26,9354.0
11426,Bellerose,Queens,581,2853.17,20363.28,34,166.97,11.38,2020-10-26,5104.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,900,3877.24,23212.38,52,224.02,12.57,2020-10-26,7159.0
11428,Queens Village,Queens,750,3880.49,19327.45,55,284.57,13.99,2020-10-26,5361.0
11429,Queens Village,Queens,1106,3944.88,28036.33,76,271.08,13.19,2020-10-26,8388.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,2247,3555.64,63195.4,260,411.42,12.65,2020-10-26,17759.0
11433,Jamaica,Queens,1112,3085.82,36035.76,81,224.78,11.66,2020-10-26,9535.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2344,3470.74,67536.11,201,297.62,12.61,2020-10-26,18593.0
11435,Briarwood/Jamaica,Queens,1961,3400.74,57663.84,150,260.13,12.52,2020-10-26,15667.0
11436,South Jamaica/South Ozone Park,Queens,620,2979.71,20807.42,47,225.88,12.31,2020-10-26,5035.0
11691,Edgemere/Far Rockaway,Queens,3137,4844.11,64759.02,379,585.25,13.59,2020-10-26,23080.0
11692,Arverne/Edgemere,Queens,742,3687.83,20120.24,95,472.16,11.15,2020-10-26,6652.0
11693,Arverne/Broad Channel,Queens,372,3004.54,12381.27,29,234.22,10.88,2020-10-26,3420.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,833,4092.2,20355.78,90,442.13,12.02,2020-10-26,6928.0
11697,Breezy Point,Queens,127,3590.93,3536.69,5,141.38,6.66,2020-10-26,1906.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,445,1888.55,23563.03,26,110.34,6.24,2020-09-08,7133.0
10002,Chinatown/Lower East Side,Manhattan,1340,1745.81,76755.41,161,209.76,7.38,2020-09-08,18159.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,553,1027.85,53801.62,36,66.91,3.32,2020-09-08,16659.0
10004,Financial District,Manhattan,40,1095.71,3650.61,1,27.39,4.61,2020-09-08,867.0
10005,Financial District,Manhattan,100,1191.03,8396.11,2,23.82,4.55,2020-09-08,2198.0
10006,Financial District,Manhattan,44,1272.5,3457.77,0,0.0,4.99,2020-09-08,881.0
10007,TriBeCa,Manhattan,73,884.88,8249.73,3,36.36,3.36,2020-09-08,2170.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,841,1431.54,58747.99,70,119.15,5.09,2020-09-08,16530.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,347,1071.92,32371.86,19,58.69,3.52,2020-09-08,9870.0
10011,Chelsea,Manhattan,638,1288.88,49500.52,44,88.89,4.39,2020-09-08,14538.0
10012,Greenwich Village/SoHo,Manhattan,228,950.74,23981.2,9,37.53,3.25,2020-09-08,7022.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,330,1136.71,29031.09,21,72.34,3.7,2020-09-08,8924.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,382,1230.54,31043.16,29,93.42,4.0,2020-09-08,9555.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,852,1622.1,52524.35,50,95.19,5.49,2020-09-08,15533.0
10017,East Midtown/Murray Hill,Manhattan,167,1035.52,16127.22,8,49.61,3.92,2020-09-08,4263.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,220,2308.15,9531.44,5,52.46,8.92,2020-09-08,2465.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,709,1744.95,40631.45,42,103.37,5.32,2020-09-08,13338.0
10021,Lenox Hill/Upper East Side,Manhattan,647,1464.61,44175.61,65,147.14,4.88,2020-09-08,13269.0
10022,East Midtown,Manhattan,404,1331.8,30334.8,32,105.49,4.68,2020-09-08,8629.0
10023,Lincoln Square,Manhattan,659,1093.33,60274.81,53,87.93,4.11,2020-09-08,16022.0
10024,Upper West Side,Manhattan,852,1485.93,57337.68,75,130.8,4.97,2020-09-08,17149.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1566,1696.03,92333.47,178,192.78,5.25,2020-09-08,29846.0
10026,Central Harlem (South),Manhattan,767,1965.76,39018.03,48,123.02,7.97,2020-09-08,9628.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1197,1881.16,63631.04,114,179.16,7.03,2020-09-08,17036.0
10028,Upper East Side/Yorkville,Manhattan,554,1127.05,49155.08,34,69.17,4.52,2020-09-08,12261.0
10029,East Harlem,Manhattan,2056,2607.76,78841.52,213,270.16,9.75,2020-09-08,21097.0
10030,Central Harlem (North),Manhattan,579,1974.63,29321.91,57,194.39,8.89,2020-09-08,6516.0
10031,Hamilton Heights/West Harlem,Manhattan,1545,2551.32,60556.93,132,217.98,10.1,2020-09-08,15292.0
10032,Washington Heights (South),Manhattan,1781,2896.28,61492.57,175,284.59,11.01,2020-09-08,16172.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1547,2612.72,59210.43,121,204.36,10.55,2020-09-08,14669.0
10034,Inwood/Washington Heights (North),Manhattan,884,2052.3,43073.65,72,167.16,8.86,2020-09-08,9978.0
10035,East Harlem,Manhattan,1136,3299.77,34426.65,136,395.04,11.26,2020-09-08,10092.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,525,2002.96,26211.25,40,152.61,6.07,2020-09-08,8643.0
10037,Central Harlem (North)/East Harlem,Manhattan,588,2847.51,20649.62,65,314.78,10.47,2020-09-08,5615.0
10038,Chinatown/Financial District,Manhattan,311,1410.56,22047.96,28,127.0,5.72,2020-09-08,5436.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,623,2354.72,26457.52,66,249.46,10.26,2020-09-08,6074.0
10040,Washington Heights (North),Manhattan,1307,2916.87,44808.28,119,265.58,10.86,2020-09-08,12030.0
10044,Roosevelt Island,Manhattan,260,2222.17,11700.29,36,307.68,8.55,2020-09-08,3041.0
10065,Lenox Hill/Upper East Side,Manhattan,368,1266.28,29061.49,28,96.35,4.08,2020-09-08,9016.0
10069,Lincoln Square,Manhattan,72,1135.98,6338.13,2,31.56,3.78,2020-09-08,1906.0
10075,Lenox Hill/Upper East Side,Manhattan,452,1912.49,23634.14,45,190.4,5.93,2020-09-08,7627.0
10128,Upper East Side/Yorkville,Manhattan,729,1188.23,61351.93,41,66.83,4.32,2020-09-08,16885.0
10280,Battery Park City,Manhattan,64,665.37,9618.7,0,0.0,3.42,2020-09-08,1870.0
10282,Battery Park City,Manhattan,86,1559.26,5515.44,15,271.96,7.14,2020-09-08,1204.0
10301,Silver Lake/St. George,Staten Island,1342,3387.73,39613.55,107,270.11,13.17,2020-09-08,10192.0
10302,Elm Park,Staten Island,690,3675.3,18773.99,32,170.45,16.25,2020-09-08,4246.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,956,3644.45,26231.66,47,179.17,14.92,2020-09-08,6407.0
10304,New Dorp/Todt Hill,Staten Island,1547,3644.4,42448.71,183,431.11,13.93,2020-09-08,11108.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1381,3244.76,42560.99,81,190.32,14.1,2020-09-08,9792.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1595,2971.0,53685.66,83,154.6,12.03,2020-09-08,13264.0
10307,Tottenville,Staten Island,421,2767.09,15214.56,15,98.59,13.31,2020-09-08,3163.0
10308,Great Kills,Staten Island,719,2426.16,29635.33,28,94.48,11.8,2020-09-08,6092.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,929,2814.73,33004.98,32,96.96,12.46,2020-09-08,7456.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,776,3250.81,23870.96,33,138.24,12.97,2020-09-08,5983.0
10312,Annadale/Rossville,Staten Island,1690,2802.45,60304.33,59,97.84,12.5,2020-09-08,13520.0
10314,Bloomfield/Freshkills Park,Staten Island,2937,3233.36,90834.29,202,222.38,13.38,2020-09-08,21956.0
10451,Concourse/Melrose,Bronx,1765,3698.75,47718.77,152,318.53,13.29,2020-09-08,13283.0
10452,Concourse/Highbridge,Bronx,2799,3633.41,77035.04,177,229.77,14.09,2020-09-08,19866.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2763,3403.38,81184.04,166,204.47,14.64,2020-09-08,18871.0
10454,Mott Haven/Port Morris,Bronx,1295,3387.98,38223.41,106,277.32,13.66,2020-09-08,9480.0
10455,Mott Haven,Bronx,1485,3521.1,42174.38,112,265.56,13.99,2020-09-08,10614.0
10456,Claremont/Morrisania,Bronx,2888,3090.69,93441.91,294,314.63,13.09,2020-09-08,22069.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2519,3372.83,74685.06,188,251.72,13.49,2020-09-08,18669.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2447,2919.78,83807.74,126,150.34,13.55,2020-09-08,18062.0
10459,Charlotte Gardens/Hunts Point,Bronx,1699,3513.63,48354.56,166,343.3,13.4,2020-09-08,12683.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1914,3186.11,60073.25,128,213.07,13.82,2020-09-08,13853.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,2005,4052.18,49479.56,141,284.97,14.22,2020-09-08,14104.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2543,3288.4,77332.41,183,236.64,13.37,2020-09-08,19018.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2297,3222.17,71287.33,216,303.0,11.56,2020-09-08,19872.0
10464,City Island,Bronx,135,3101.2,4353.16,9,206.75,11.6,2020-09-08,1164.0
10465,Country Club/Throgs Neck,Bronx,1615,3753.16,43030.43,89,206.83,13.82,2020-09-08,11682.0
10466,Edenwald/Wakefield,Bronx,2636,3652.66,72166.65,169,234.18,15.74,2020-09-08,16750.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3858,3827.99,100784.05,330,327.43,14.46,2020-09-08,26676.0
10468,Fordham/Kingsbridge/University Heights,Bronx,3158,4118.35,76681.12,224,292.12,14.71,2020-09-08,21474.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3266,4567.31,71508.25,366,511.83,16.2,2020-09-08,20162.0
10470,Wakefield/Woodlawn,Bronx,499,3538.07,14103.75,21,148.9,14.57,2020-09-08,3424.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,870,4094.64,21247.28,87,409.46,11.45,2020-09-08,7601.0
10472,Soundview,Bronx,2244,3304.18,67913.94,191,281.24,15.38,2020-09-08,14592.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2185,3528.45,61925.28,139,224.46,14.29,2020-09-08,15293.0
10474,Hunts Point,Bronx,356,2862.18,12438.07,21,168.84,13.24,2020-09-08,2689.0
10475,Co-op City/Edenwald,Bronx,1870,4274.95,43743.21,177,404.63,15.17,2020-09-08,12323.0
11004,Bellerose/Douglaston-Little Neck,Queens,636,3390.45,18758.55,68,362.5,11.3,2020-09-08,5626.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,750,2130.43,35204.11,39,110.78,6.4,2020-09-08,11726.0
11102,Astoria (North),Queens,723,2215.55,32632.92,81,248.22,8.3,2020-09-08,8716.0
11103,Astoria (North)/Astoria (South),Queens,674,1842.25,36585.65,54,147.6,7.07,2020-09-08,9534.0
11104,Sunnyside,Queens,567,2288.53,24775.7,42,169.52,8.35,2020-09-08,6791.0
11105,Ditmars Steinway,Queens,565,1574.04,35894.88,43,119.79,6.38,2020-09-08,8854.0
11106,Astoria (South),Queens,785,2030.29,38664.4,55,142.25,8.22,2020-09-08,9554.0
11109,Long Island City,Queens,64,1262.17,5070.64,2,39.44,3.91,2020-09-08,1637.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,842,1382.41,60908.15,95,155.97,4.25,2020-09-08,19810.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2275,3099.78,73392.42,243,331.1,14.26,2020-09-08,15953.0
11204,Bensonhurst/Mapleton,Brooklyn,2298,2897.04,79322.45,146,184.06,14.66,2020-09-08,15675.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,838,1903.97,44013.21,50,113.6,7.69,2020-09-08,10904.0
11206,Williamsburg (South),Brooklyn,1839,2150.96,85496.61,153,178.95,8.77,2020-09-08,20958.0
11207,Cypress Hills/East New York,Brooklyn,2404,2696.37,89156.75,216,242.27,12.2,2020-09-08,19704.0
11208,Cypress Hills/East New York,Brooklyn,2745,2871.11,95607.69,250,261.49,13.98,2020-09-08,19642.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1320,1967.77,67081.12,116,172.92,8.3,2020-09-08,15900.0
11210,Flatlands/Midwood,Brooklyn,1911,2848.44,67089.29,150,223.58,13.77,2020-09-08,13883.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2373,2382.66,99594.67,137,137.56,8.4,2020-09-08,28243.0
11212,Ocean Hill-Brownsville,Brooklyn,2133,2679.99,79589.99,235,295.26,13.26,2020-09-08,16090.0
11213,Crown Heights (East),Brooklyn,1595,2475.71,64425.94,149,231.27,10.9,2020-09-08,14629.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1786,1913.57,93333.46,184,197.14,10.55,2020-09-08,16925.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,711,1016.7,69932.3,46,65.78,3.9,2020-09-08,18227.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,872,1570.1,55537.72,76,136.84,6.11,2020-09-08,14264.0
11217,Boerum Hill/Park Slope,Brooklyn,708,1491.26,47476.67,86,181.14,5.63,2020-09-08,12568.0
11218,Kensington/Windsor Terrace,Brooklyn,1936,2553.87,75806.47,138,182.04,11.19,2020-09-08,17295.0
11219,Borough Park,Brooklyn,3362,3620.58,92858.07,238,256.31,15.82,2020-09-08,21250.0
11220,Sunset Park,Brooklyn,2008,2039.61,98450.0,168,170.65,10.45,2020-09-08,19219.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1582,1937.01,81672.44,148,181.21,8.3,2020-09-08,19062.0
11222,Greenpoint,Brooklyn,548,1507.6,36349.16,34,93.54,4.74,2020-09-08,11555.0
11223,Gravesend/Homecrest,Brooklyn,1954,2443.81,79957.11,144,180.1,12.48,2020-09-08,15660.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1394,3133.48,44487.34,217,487.78,12.8,2020-09-08,10887.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1297,2247.39,57711.49,140,242.59,9.34,2020-09-08,13887.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2588,2612.52,99061.32,302,304.86,11.51,2020-09-08,22491.0
11228,Bath Beach/Dyker Heights,Brooklyn,785,1775.41,44215.08,82,185.46,9.66,2020-09-08,8130.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,2003,2358.99,84909.16,152,179.01,12.48,2020-09-08,16047.0
11230,Midwood,Brooklyn,2683,3009.0,89165.77,229,256.82,12.49,2020-09-08,21488.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,479,1294.78,36994.7,34,91.91,4.83,2020-09-08,9925.0
11232,Sunset Park,Brooklyn,646,2285.02,28271.09,42,148.56,9.61,2020-09-08,6724.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1450,2009.83,72145.54,138,191.28,10.44,2020-09-08,13895.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2493,2615.82,95304.8,195,204.61,13.15,2020-09-08,18954.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2330,2929.34,79540.14,301,378.43,13.49,2020-09-08,17266.0
11236,Canarsie,Brooklyn,3022,3120.39,96846.99,300,309.77,15.0,2020-09-08,20144.0
11237,Bushwick/East Williamsburg,Brooklyn,1147,2262.52,50695.72,115,226.84,9.25,2020-09-08,12399.0
11238,Clinton Hill/Prospect Heights,Brooklyn,916,1695.8,54015.79,105,194.39,5.51,2020-09-08,16620.0
11239,East New York,Brooklyn,580,4672.38,12413.37,89,716.97,15.6,2020-09-08,3719.0
11354,Flushing/Murray Hill,Queens,1461,2631.56,55518.32,300,540.36,10.2,2020-09-08,14325.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1594,1992.15,80013.97,169,211.21,9.83,2020-09-08,16223.0
11356,College Point,Queens,649,2782.69,23322.74,42,180.08,12.91,2020-09-08,5027.0
11357,Whitestone,Queens,931,2328.92,39975.56,107,267.66,10.7,2020-09-08,8700.0
11358,Auburndale/Murray Hill,Queens,639,1797.9,35541.5,43,120.99,8.11,2020-09-08,7877.0
11360,Bayside (North),Queens,350,1855.47,18863.17,28,148.44,8.09,2020-09-08,4325.0
11361,Bayside (North)/Bayside (South),Queens,505,1805.38,27971.99,58,207.35,8.49,2020-09-08,5945.0
11362,Douglaston-Little Neck,Queens,356,2006.99,17738.01,36,202.95,9.23,2020-09-08,3859.0
11363,Douglaston-Little Neck,Queens,109,1522.55,7159.03,5,69.84,7.54,2020-09-08,1446.0
11364,Bayside (South)/Oakland Gardens,Queens,514,1487.16,34562.6,35,101.27,7.58,2020-09-08,6782.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,959,2177.03,44050.79,67,152.1,10.31,2020-09-08,9299.0
11366,Fresh Meadows/Hillcrest,Queens,425,3084.77,13777.39,28,203.23,14.3,2020-09-08,2972.0
11367,Kew Gardens Hills/Pomonok,Queens,1174,2792.63,42039.24,67,159.37,12.2,2020-09-08,9621.0
11368,Corona/North Corona,Queens,5118,4586.26,111594.1,446,399.66,17.59,2020-09-08,29094.0
11369,Airport/East Elmhurst,Queens,1736,4761.09,36462.23,181,496.4,16.63,2020-09-08,10436.0
11370,Jackson Heights/Rikers Island,Queens,1447,4417.15,32758.65,64,195.37,16.37,2020-09-08,8839.0
11372,Jackson Heights,Queens,2831,4525.05,62562.88,260,415.58,15.05,2020-09-08,18813.0
11373,Elmhurst,Queens,3535,3806.16,92875.81,297,319.78,14.34,2020-09-08,24653.0
