MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
11103,Astoria (North)/Astoria (South),Queens,587,1604.45,36585.65,49,133.93,15.65,2020-06-18,3750.0
11104,Sunnyside,Queens,502,2026.18,24775.7,37,149.34,18.57,2020-06-18,2704.0
11105,Ditmars Steinway,Queens,500,1392.96,35894.88,42,117.01,14.03,2020-06-18,3565.0
11106,Astoria (South),Queens,655,1694.06,38664.4,45,116.39,16.97,2020-06-18,3860.0
11109,Long Island City,Queens,49,966.35,5070.64,2,39.44,9.04,2020-06-18,542.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,717,1177.18,60908.15,88,144.48,9.93,2020-06-18,7219.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2109,2873.59,73392.42,244,332.46,25.02,2020-06-18,8428.0
11204,Bensonhurst/Mapleton,Brooklyn,2052,2586.91,79322.45,139,175.23,21.79,2020-06-18,9417.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,743,1688.13,44013.21,47,106.79,17.59,2020-06-18,4225.0
11206,Williamsburg (South),Brooklyn,1633,1910.02,85496.61,149,174.28,19.17,2020-06-18,8517.0
11207,Cypress Hills/East New York,Brooklyn,2123,2381.2,89156.75,203,227.69,23.86,2020-06-18,8898.0
11208,Cypress Hills/East New York,Brooklyn,2421,2532.22,95607.69,227,237.43,26.12,2020-06-18,9268.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1153,1718.81,67081.12,109,162.49,15.88,2020-06-18,7262.0
11210,Flatlands/Midwood,Brooklyn,1723,2568.22,67089.29,137,204.21,24.52,2020-06-18,7026.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2108,2116.58,99594.67,127,127.52,16.83,2020-06-18,12522.0
11212,Ocean Hill-Brownsville,Brooklyn,1908,2397.29,79589.99,221,277.67,23.71,2020-06-18,8046.0
11213,Crown Heights (East),Brooklyn,1421,2205.63,64425.94,137,212.65,21.74,2020-06-18,6535.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1571,1683.21,93333.46,177,189.64,19.74,2020-06-18,7957.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,633,905.16,69932.3,44,62.92,10.73,2020-06-18,5900.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,745,1341.43,55537.72,73,131.44,14.79,2020-06-18,5036.0
11217,Boerum Hill/Park Slope,Brooklyn,629,1324.86,47476.67,80,168.5,14.89,2020-06-18,4223.0
11218,Kensington/Windsor Terrace,Brooklyn,1766,2329.62,75806.47,134,176.77,21.26,2020-06-18,8306.0
11219,Borough Park,Brooklyn,3094,3331.97,92858.07,218,234.77,20.37,2020-06-18,15192.0
11220,Sunset Park,Brooklyn,1582,1606.91,98450.0,158,160.49,22.02,2020-06-18,7185.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1332,1630.91,81672.44,131,160.4,18.65,2020-06-18,7141.0
11222,Greenpoint,Brooklyn,458,1260.0,36349.16,31,85.28,10.94,2020-06-18,4188.0
11223,Gravesend/Homecrest,Brooklyn,1734,2168.66,79957.11,138,172.59,22.18,2020-06-18,7818.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1238,2782.81,44487.34,200,449.57,24.1,2020-06-18,5136.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1167,2022.13,57711.49,130,225.26,20.88,2020-06-18,5588.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2293,2314.73,99061.32,265,267.51,23.14,2020-06-18,9909.0
11228,Bath Beach/Dyker Heights,Brooklyn,682,1542.46,44215.08,77,174.15,19.45,2020-06-18,3507.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1791,2109.31,84909.16,140,164.88,14.92,2020-06-18,12008.0
11230,Midwood,Brooklyn,2387,2677.04,89165.77,207,232.15,21.48,2020-06-18,11112.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,426,1151.52,36994.7,33,89.2,12.58,2020-06-18,3385.0
11232,Sunset Park,Brooklyn,548,1938.38,28271.09,40,141.49,22.14,2020-06-18,2475.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1275,1767.26,72145.54,131,181.58,22.48,2020-06-18,5671.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2262,2373.44,95304.8,186,195.16,24.33,2020-06-18,9299.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2063,2593.66,79540.14,279,350.77,21.25,2020-06-18,9706.0
11236,Canarsie,Brooklyn,2766,2856.05,96846.99,281,290.15,26.59,2020-06-18,10404.0
11237,Bushwick/East Williamsburg,Brooklyn,994,1960.72,50695.72,112,220.93,19.54,2020-06-18,5087.0
11238,Clinton Hill/Prospect Heights,Brooklyn,803,1486.6,54015.79,98,181.43,14.35,2020-06-18,5595.0
11239,East New York,Brooklyn,521,4197.09,12413.37,80,644.47,24.47,2020-06-18,2129.0
11354,Flushing/Murray Hill,Queens,1218,2193.87,55518.32,273,491.73,20.61,2020-06-18,5909.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1327,1658.46,80013.97,149,186.22,24.42,2020-06-18,5434.0
11356,College Point,Queens,569,2439.68,23322.74,41,175.79,24.34,2020-06-18,2338.0
11357,Whitestone,Queens,819,2048.75,39975.56,84,210.13,20.98,2020-06-18,3903.0
11358,Auburndale/Murray Hill,Queens,581,1634.71,35541.5,37,104.1,19.06,2020-06-18,3049.0
11360,Bayside (North),Queens,321,1701.73,18863.17,16,84.82,16.52,2020-06-18,1943.0
11361,Bayside (North)/Bayside (South),Queens,457,1633.78,27971.99,42,150.15,18.32,2020-06-18,2495.0
11362,Douglaston-Little Neck,Queens,326,1837.86,17738.01,20,112.75,19.72,2020-06-18,1653.0
11363,Douglaston-Little Neck,Queens,99,1382.87,7159.03,4,55.87,17.52,2020-06-18,565.0
11364,Bayside (South)/Oakland Gardens,Queens,466,1348.28,34562.6,27,78.12,17.69,2020-06-18,2635.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,845,1918.24,44050.79,57,129.4,20.4,2020-06-18,4142.0
11366,Fresh Meadows/Hillcrest,Queens,391,2837.98,13777.39,22,159.68,26.12,2020-06-18,1497.0
11367,Kew Gardens Hills/Pomonok,Queens,1040,2473.88,42039.24,58,137.97,23.57,2020-06-18,4412.0
11368,Corona/North Corona,Queens,4635,4153.45,111594.1,403,361.13,30.08,2020-06-18,15411.0
11369,Airport/East Elmhurst,Queens,1626,4459.41,36462.23,164,449.78,30.64,2020-06-18,5306.0
11370,Jackson Heights/Rikers Island,Queens,1349,4118.0,32758.65,52,158.74,29.69,2020-06-18,4544.0
11372,Jackson Heights,Queens,2569,4106.27,62562.88,236,377.22,27.14,2020-06-18,9464.0
11373,Elmhurst,Queens,3277,3528.37,92875.81,291,313.32,26.29,2020-06-18,12465.0
11374,Rego Park,Queens,1078,2563.76,42047.63,90,214.04,22.7,2020-06-18,4748.0
11375,Forest Hills,Queens,1528,2165.75,70552.99,179,253.71,21.42,2020-06-18,7133.0
11377,Woodside,Queens,2298,2657.61,86468.55,182,210.48,21.53,2020-06-18,10675.0
11378,Maspeth,Queens,753,2176.71,34593.45,66,190.79,20.28,2020-06-18,3713.0
11379,Middle Village,Queens,812,2243.37,36195.55,86,237.6,21.99,2020-06-18,3693.0
11385,Glendale/Ridgewood,Queens,2192,2129.6,102929.91,120,116.58,23.14,2020-06-18,9474.0
11411,Cambria Heights,Queens,690,3366.8,20494.26,37,180.54,29.56,2020-06-18,2334.0
11412,St. Albans,Queens,1252,3181.95,39346.92,77,195.7,28.83,2020-06-18,4342.0
11413,Laurelton/Rosedale,Queens,1327,3040.23,43647.97,69,158.08,28.86,2020-06-18,4598.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,806,2851.53,28265.56,52,183.97,28.32,2020-06-18,2846.0
11415,Kew Gardens,Queens,536,2786.7,19234.25,45,233.96,23.26,2020-06-18,2304.0
11416,Ozone Park,Queens,718,2697.79,26614.42,50,187.87,27.65,2020-06-18,2597.0
11417,Ozone Park,Queens,895,2862.11,31270.63,38,121.52,25.61,2020-06-18,3495.0
11418,Richmond Hill,Queens,1111,2915.62,38105.16,94,246.69,27.42,2020-06-18,4052.0
11419,Richmond Hill/South Ozone Park,Queens,1215,2389.44,50848.81,86,169.13,27.46,2020-06-18,4425.0
11420,South Ozone Park,Queens,1372,2833.79,48415.71,98,202.41,27.99,2020-06-18,4901.0
11421,Woodhaven,Queens,1201,2845.33,42209.49,96,227.44,27.38,2020-06-18,4386.0
11422,Rosedale,Queens,988,2929.87,33721.62,41,121.58,27.61,2020-06-18,3579.0
11423,Hollis/Holliswood,Queens,1085,3386.27,32041.14,92,287.13,28.84,2020-06-18,3762.0
11426,Bellerose,Queens,498,2445.58,20363.28,29,142.41,25.41,2020-06-18,1960.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,794,3420.59,23212.38,45,193.86,26.89,2020-06-18,2953.0
11428,Queens Village,Queens,680,3518.31,19327.45,40,206.96,30.37,2020-06-18,2239.0
11429,Queens Village,Queens,960,3424.13,28036.33,62,221.14,27.68,2020-06-18,3468.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1849,2925.85,63195.4,231,365.53,26.36,2020-06-18,7014.0
11433,Jamaica,Queens,962,2669.57,36035.76,76,210.9,26.17,2020-06-18,3676.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2116,3133.14,67536.11,161,238.39,27.37,2020-06-18,7732.0
11435,Briarwood/Jamaica,Queens,1650,2861.41,57663.84,140,242.79,25.87,2020-06-18,6379.0
11436,South Jamaica/South Ozone Park,Queens,532,2556.78,20807.42,38,182.63,26.18,2020-06-18,2032.0
11691,Edgemere/Far Rockaway,Queens,2412,3724.58,64759.02,316,487.96,24.99,2020-06-18,9652.0
11692,Arverne/Edgemere,Queens,626,3111.3,20120.24,85,422.46,21.97,2020-06-18,2849.0
11693,Arverne/Broad Channel,Queens,332,2681.47,12381.27,26,209.99,25.58,2020-06-18,1298.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,723,3551.82,20355.78,78,383.18,25.06,2020-06-18,2885.0
11697,Breezy Point,Queens,108,3053.7,3536.69,3,84.83,9.16,2020-06-18,1179.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,455,1930.99,23563.03,26,110.34,5.93,2020-09-14,7669.0
10002,Chinatown/Lower East Side,Manhattan,1348,1756.23,76755.41,161,209.76,6.89,2020-09-14,19561.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,568,1055.73,53801.62,35,65.05,3.17,2020-09-14,17929.0
10004,Financial District,Manhattan,43,1177.89,3650.61,1,27.39,4.6,2020-09-14,935.0
10005,Financial District,Manhattan,102,1214.85,8396.11,2,23.82,4.31,2020-09-14,2365.0
10006,Financial District,Manhattan,46,1330.34,3457.77,0,0.0,4.84,2020-09-14,950.0
10007,TriBeCa,Manhattan,73,884.88,8249.73,3,36.36,3.05,2020-09-14,2395.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,860,1463.88,58747.99,70,119.15,4.85,2020-09-14,17730.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,356,1099.72,32371.86,19,58.69,3.39,2020-09-14,10489.0
10011,Chelsea,Manhattan,645,1303.02,49500.52,44,88.89,4.14,2020-09-14,15562.0
10012,Greenwich Village/SoHo,Manhattan,232,967.42,23981.2,9,37.53,3.09,2020-09-14,7517.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,335,1153.94,29031.09,21,72.34,3.43,2020-09-14,9758.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,388,1249.87,31043.16,30,96.64,3.79,2020-09-14,10228.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,861,1639.24,52524.35,50,95.19,5.19,2020-09-14,16590.0
10017,East Midtown/Murray Hill,Manhattan,172,1066.52,16127.22,8,49.61,3.8,2020-09-14,4526.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,207,2171.76,9531.44,5,52.46,7.79,2020-09-14,2657.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,721,1774.49,40631.45,42,103.37,5.05,2020-09-14,14274.0
10021,Lenox Hill/Upper East Side,Manhattan,658,1489.51,44175.61,65,147.14,4.7,2020-09-14,14008.0
10022,East Midtown,Manhattan,410,1351.58,30334.8,32,105.49,4.46,2020-09-14,9202.0
10023,Lincoln Square,Manhattan,668,1108.26,60274.81,53,87.93,3.89,2020-09-14,17152.0
10024,Upper West Side,Manhattan,857,1494.65,57337.68,75,130.8,4.65,2020-09-14,18428.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1585,1716.6,92333.47,178,192.78,4.88,2020-09-14,32473.0
10026,Central Harlem (South),Manhattan,780,1999.08,39018.03,48,123.02,7.55,2020-09-14,10325.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1216,1911.02,63631.04,113,177.59,6.57,2020-09-14,18497.0
10028,Upper East Side/Yorkville,Manhattan,561,1141.29,49155.08,34,69.17,4.32,2020-09-14,12994.0
10029,East Harlem,Manhattan,2071,2626.79,78841.52,213,270.16,9.32,2020-09-14,22221.0
10030,Central Harlem (North),Manhattan,586,1998.51,29321.91,57,194.39,8.37,2020-09-14,7005.0
10031,Hamilton Heights/West Harlem,Manhattan,1559,2574.44,60556.93,132,217.98,9.68,2020-09-14,16109.0
10032,Washington Heights (South),Manhattan,1796,2920.68,61492.57,176,286.21,10.49,2020-09-14,17125.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1558,2631.29,59210.43,122,206.04,10.01,2020-09-14,15558.0
10034,Inwood/Washington Heights (North),Manhattan,889,2063.91,43073.65,72,167.16,8.49,2020-09-14,10472.0
10035,East Harlem,Manhattan,1143,3320.1,34426.65,136,395.04,10.58,2020-09-14,10803.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,530,2022.03,26211.25,40,152.61,5.76,2020-09-14,9202.0
10037,Central Harlem (North)/East Harlem,Manhattan,599,2900.78,20649.62,65,314.78,10.13,2020-09-14,5911.0
10038,Chinatown/Financial District,Manhattan,317,1437.77,22047.96,28,127.0,5.41,2020-09-14,5857.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,623,2354.72,26457.52,66,249.46,9.7,2020-09-14,6423.0
10040,Washington Heights (North),Manhattan,1322,2950.35,44808.28,120,267.81,10.44,2020-09-14,12658.0
10044,Roosevelt Island,Manhattan,262,2239.26,11700.29,36,307.68,8.2,2020-09-14,3194.0
10065,Lenox Hill/Upper East Side,Manhattan,373,1283.49,29061.49,28,96.35,3.89,2020-09-14,9589.0
10069,Lincoln Square,Manhattan,73,1151.76,6338.13,2,31.56,3.54,2020-09-14,2063.0
10075,Lenox Hill/Upper East Side,Manhattan,460,1946.34,23634.14,45,190.4,5.68,2020-09-14,8097.0
10128,Upper East Side/Yorkville,Manhattan,734,1196.38,61351.93,41,66.83,4.07,2020-09-14,18028.0
10280,Battery Park City,Manhattan,64,665.37,9618.7,0,0.0,3.17,2020-09-14,2017.0
10282,Battery Park City,Manhattan,86,1559.26,5515.44,15,271.96,6.62,2020-09-14,1300.0
10301,Silver Lake/St. George,Staten Island,1355,3420.55,39613.55,107,270.11,12.56,2020-09-14,10788.0
10302,Elm Park,Staten Island,696,3707.26,18773.99,32,170.45,15.23,2020-09-14,4571.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,957,3648.26,26231.66,47,179.17,14.18,2020-09-14,6749.0
10304,New Dorp/Todt Hill,Staten Island,1564,3684.45,42448.71,182,428.75,13.38,2020-09-14,11686.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1393,3272.95,42560.99,81,190.32,13.46,2020-09-14,10346.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1620,3017.57,53685.66,83,154.6,11.44,2020-09-14,14155.0
10307,Tottenville,Staten Island,427,2806.52,15214.56,15,98.59,12.67,2020-09-14,3369.0
10308,Great Kills,Staten Island,736,2483.52,29635.33,28,94.48,11.28,2020-09-14,6523.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,951,2881.38,33004.98,32,96.96,11.98,2020-09-14,7938.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,786,3292.7,23870.96,33,138.24,12.24,2020-09-14,6421.0
10312,Annadale/Rossville,Staten Island,1712,2838.93,60304.33,59,97.84,11.86,2020-09-14,14435.0
10314,Bloomfield/Freshkills Park,Staten Island,2977,3277.4,90834.29,202,222.38,12.74,2020-09-14,23370.0
10451,Concourse/Melrose,Bronx,1776,3721.81,47718.77,153,320.63,12.75,2020-09-14,13930.0
10452,Concourse/Highbridge,Bronx,2830,3673.65,77035.04,178,231.06,13.51,2020-09-14,20942.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2776,3419.39,81184.04,167,205.71,13.89,2020-09-14,19991.0
10454,Mott Haven/Port Morris,Bronx,1301,3403.67,38223.41,106,277.32,13.13,2020-09-14,9911.0
10455,Mott Haven,Bronx,1495,3544.81,42174.38,111,263.19,13.42,2020-09-14,11139.0
10456,Claremont/Morrisania,Bronx,2913,3117.44,93441.91,298,318.91,12.47,2020-09-14,23361.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2540,3400.95,74685.06,189,253.06,12.94,2020-09-14,19624.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2462,2937.68,83807.74,127,151.54,12.85,2020-09-14,19159.0
10459,Charlotte Gardens/Hunts Point,Bronx,1720,3557.06,48354.56,166,343.3,12.79,2020-09-14,13451.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1924,3202.76,60073.25,130,216.4,13.16,2020-09-14,14623.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,2022,4086.54,49479.56,141,284.97,13.59,2020-09-14,14879.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2566,3318.14,77332.41,183,236.64,12.72,2020-09-14,20171.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2319,3253.03,71287.33,216,303.0,10.99,2020-09-14,21103.0
10464,City Island,Bronx,136,3124.17,4353.16,9,206.75,11.19,2020-09-14,1215.0
10465,Country Club/Throgs Neck,Bronx,1627,3781.05,43030.43,90,209.15,13.23,2020-09-14,12296.0
10466,Edenwald/Wakefield,Bronx,2652,3674.83,72166.65,171,236.95,15.0,2020-09-14,17678.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3886,3855.77,100784.05,332,329.42,13.74,2020-09-14,28282.0
10468,Fordham/Kingsbridge/University Heights,Bronx,3179,4145.74,76681.12,225,293.42,14.11,2020-09-14,22534.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3276,4581.29,71508.25,368,514.63,15.49,2020-09-14,21143.0
10470,Wakefield/Woodlawn,Bronx,502,3559.34,14103.75,21,148.9,13.76,2020-09-14,3649.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,877,4127.59,21247.28,88,414.17,10.95,2020-09-14,8009.0
10472,Soundview,Bronx,2262,3330.69,67913.94,191,281.24,14.39,2020-09-14,15718.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2192,3539.75,61925.28,139,224.46,13.57,2020-09-14,16153.0
10474,Hunts Point,Bronx,353,2838.06,12438.07,21,168.84,12.44,2020-09-14,2837.0
10475,Co-op City/Edenwald,Bronx,1886,4311.53,43743.21,177,404.63,14.51,2020-09-14,12998.0
11004,Bellerose/Douglaston-Little Neck,Queens,644,3433.1,18758.55,68,362.5,10.88,2020-09-14,5919.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,760,2158.84,35204.11,39,110.78,6.05,2020-09-14,12569.0
11102,Astoria (North),Queens,736,2255.39,32632.92,81,248.22,7.96,2020-09-14,9247.0
11103,Astoria (North)/Astoria (South),Queens,697,1905.12,36585.65,54,147.6,6.85,2020-09-14,10168.0
11104,Sunnyside,Queens,570,2300.64,24775.7,42,169.52,7.9,2020-09-14,7211.0
11105,Ditmars Steinway,Queens,583,1624.19,35894.88,43,119.79,6.18,2020-09-14,9428.0
11106,Astoria (South),Queens,792,2048.4,38664.4,55,142.25,7.8,2020-09-14,10159.0
11109,Long Island City,Queens,64,1262.17,5070.64,2,39.44,3.69,2020-09-14,1736.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,840,1379.13,60908.15,95,155.97,3.99,2020-09-14,21060.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2293,3124.3,73392.42,245,333.82,13.65,2020-09-14,16800.0
11204,Bensonhurst/Mapleton,Brooklyn,2327,2933.6,79322.45,146,184.06,14.15,2020-09-14,16451.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,841,1910.79,44013.21,51,115.87,7.33,2020-09-14,11480.0
11206,Williamsburg (South),Brooklyn,1854,2168.51,85496.61,153,178.95,8.39,2020-09-14,22110.0
11207,Cypress Hills/East New York,Brooklyn,2429,2724.42,89156.75,217,243.39,11.66,2020-09-14,20831.0
11208,Cypress Hills/East New York,Brooklyn,2770,2897.26,95607.69,248,259.39,13.36,2020-09-14,20733.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1332,1985.66,67081.12,116,172.92,7.79,2020-09-14,17093.0
11210,Flatlands/Midwood,Brooklyn,1948,2903.59,67089.29,150,223.58,13.32,2020-09-14,14628.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2409,2418.8,99594.67,137,137.56,8.09,2020-09-14,29783.0
11212,Ocean Hill-Brownsville,Brooklyn,2144,2693.81,79589.99,236,296.52,12.6,2020-09-14,17017.0
11213,Crown Heights (East),Brooklyn,1612,2502.1,64425.94,150,232.83,10.29,2020-09-14,15667.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1815,1944.64,93333.46,187,200.36,10.04,2020-09-14,18070.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,718,1026.71,69932.3,46,65.78,3.66,2020-09-14,19592.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,886,1595.31,55537.72,76,136.84,5.86,2020-09-14,15129.0
11217,Boerum Hill/Park Slope,Brooklyn,709,1493.37,47476.67,86,181.14,5.29,2020-09-14,13398.0
11218,Kensington/Windsor Terrace,Brooklyn,1928,2543.32,75806.47,138,182.04,10.46,2020-09-14,18431.0
11219,Borough Park,Brooklyn,3367,3625.96,92858.07,240,258.46,15.26,2020-09-14,22063.0
11220,Sunset Park,Brooklyn,2023,2054.85,98450.0,168,170.65,9.93,2020-09-14,20374.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1603,1962.72,81672.44,148,181.21,7.91,2020-09-14,20276.0
11222,Greenpoint,Brooklyn,556,1529.61,36349.16,34,93.54,4.54,2020-09-14,12241.0
11223,Gravesend/Homecrest,Brooklyn,2011,2515.1,79957.11,144,180.1,12.08,2020-09-14,16643.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1412,3173.94,44487.34,217,487.78,12.32,2020-09-14,11461.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1309,2268.18,57711.49,140,242.59,8.89,2020-09-14,14725.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2606,2630.69,99061.32,304,306.88,10.99,2020-09-14,23707.0
11228,Bath Beach/Dyker Heights,Brooklyn,790,1786.72,44215.08,82,185.46,9.04,2020-09-14,8737.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1999,2354.28,84909.16,155,182.55,11.62,2020-09-14,17208.0
11230,Midwood,Brooklyn,2746,3079.66,89165.77,229,256.82,12.0,2020-09-14,22874.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,490,1324.51,36994.7,35,94.61,4.55,2020-09-14,10775.0
11232,Sunset Park,Brooklyn,650,2299.17,28271.09,42,148.56,9.06,2020-09-14,7177.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1460,2023.69,72145.54,138,191.28,9.87,2020-09-14,14792.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2511,2634.7,95304.8,195,204.61,12.35,2020-09-14,20330.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2359,2965.8,79540.14,303,380.94,12.86,2020-09-14,18339.0
11236,Canarsie,Brooklyn,3038,3136.91,96846.99,301,310.8,14.18,2020-09-14,21417.0
11237,Bushwick/East Williamsburg,Brooklyn,1149,2266.46,50695.72,115,226.84,8.8,2020-09-14,13050.0
11238,Clinton Hill/Prospect Heights,Brooklyn,926,1714.31,54015.79,105,194.39,5.21,2020-09-14,17784.0
11239,East New York,Brooklyn,581,4680.44,12413.37,89,716.97,15.0,2020-09-14,3873.0
11354,Flushing/Murray Hill,Queens,1480,2665.79,55518.32,301,542.16,9.9,2020-09-14,14949.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1606,2007.15,80013.97,169,211.21,9.45,2020-09-14,16995.0
11356,College Point,Queens,654,2804.13,23322.74,42,180.08,12.33,2020-09-14,5305.0
11357,Whitestone,Queens,936,2341.43,39975.56,107,267.66,10.09,2020-09-14,9273.0
11358,Auburndale/Murray Hill,Queens,647,1820.41,35541.5,43,120.99,7.73,2020-09-14,8375.0
11360,Bayside (North),Queens,353,1871.37,18863.17,28,148.44,7.68,2020-09-14,4598.0
11361,Bayside (North)/Bayside (South),Queens,510,1823.25,27971.99,58,207.35,8.08,2020-09-14,6312.0
11362,Douglaston-Little Neck,Queens,359,2023.9,17738.01,36,202.95,8.7,2020-09-14,4125.0
11363,Douglaston-Little Neck,Queens,111,1550.49,7159.03,5,69.84,7.23,2020-09-14,1536.0
11364,Bayside (South)/Oakland Gardens,Queens,518,1498.73,34562.6,35,101.27,7.19,2020-09-14,7202.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,971,2204.27,44050.79,68,154.37,9.86,2020-09-14,9852.0
11366,Fresh Meadows/Hillcrest,Queens,429,3113.8,13777.39,28,203.23,13.58,2020-09-14,3158.0
11367,Kew Gardens Hills/Pomonok,Queens,1195,2842.58,42039.24,67,159.37,11.81,2020-09-14,10119.0
11368,Corona/North Corona,Queens,5141,4606.87,111594.1,447,400.56,16.88,2020-09-14,30454.0
11369,Airport/East Elmhurst,Queens,1745,4785.77,36462.23,182,499.15,15.92,2020-09-14,10963.0
11370,Jackson Heights/Rikers Island,Queens,1454,4438.52,32758.65,64,195.37,15.6,2020-09-14,9320.0
11372,Jackson Heights,Queens,2839,4537.83,62562.88,260,415.58,14.25,2020-09-14,19916.0
11373,Elmhurst,Queens,3544,3815.85,92875.81,297,319.78,13.67,2020-09-14,25918.0
11374,Rego Park,Queens,1228,2920.5,42047.63,99,235.45,11.67,2020-09-14,10523.0
11375,Forest Hills,Queens,1651,2340.09,70552.99,184,260.8,9.73,2020-09-14,16960.0
11377,Woodside,Queens,2524,2918.98,86468.55,196,226.67,10.44,2020-09-14,24171.0
11378,Maspeth,Queens,839,2425.31,34593.45,74,213.91,9.87,2020-09-14,8497.0
11379,Middle Village,Queens,907,2505.83,36195.55,100,276.28,10.2,2020-09-14,8896.0
11385,Glendale/Ridgewood,Queens,2484,2413.29,102929.91,143,138.93,10.74,2020-09-14,23137.0
